,target,protectedtarget,numGens,monoDeprotected,diDeprotected,total#ofBuilings,blockAboveLimits,monoProtected,diProtected,BBs
1506,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,4,N#Cc1cnn2c(B(O)O)ccnc12.CCN.N#Cc1cnn2c(Br)ccnc12.CC(=O)O,OB(O)c1cccc(Br)c1,5,0,CC(=O)O.N#Cc1cnn2c(Br)ccnc12.CCNC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.CN1C(C)(C)C(=O)OB(c2ccnc3c(C#N)cnn23)OC(=O)C1(C)C,CN1C(C)(C)C(=O)OB(c2cccc(Br)c2)OC(=O)C1(C)C,N#Cc1cnn2c(B(O)O)ccnc12.CCN.N#Cc1cnn2c(Br)ccnc12.CC(=O)O.OB(O)c1cccc(Br)c1
1507,N#Cc1ccc2[1nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,CC(C)(C)OC(=O)[1n]1cc(CCCCN2CCN(c3ccc4oc(C(N)=O)cc4c3)CC2)c2cc(C#N)ccc21,2,CC(C)(C)OC(=O)[1n]1cc(Br)c2cc(C#N)ccc21.Brc1ccc2oc(-c3ncco3)cc2c1.CC(C)(C)OC(=O)[1n]1cc(B(O)O)c2cc(C#N)ccc21.CC(C)(C)OC(=O)[1n]1cc(CCCCN2CCNCC2)c2cc(C#N)ccc21.OB(O)c1ccc2oc(-c3ncco3)cc2c1,,5,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCN(CCCCc4c[1n](C(=O)OC(C)(C)C)c5ccc(C#N)cc45)CC3)cc2)OC(=O)C1(C)C.CC(C)(C)OC(=O)[1n]1cc(Br)c2cc(C#N)ccc21.CN1C(C)(C)C(=O)OB(c2ccc3oc(-c4ncco4)cc3c2)OC(=O)C1(C)C.Brc1ccc2oc(-c3ncco3)cc2c1.CN1C(C)(C)C(=O)OB(c2c[1n](C(=O)OC(C)(C)C)c3ccc(C#N)cc23)OC(=O)C1(C)C,,CC(C)(C)OC(=O)[1n]1cc(Br)c2cc(C#N)ccc21.Brc1ccc2oc(-c3ncco3)cc2c1.CC(C)(C)OC(=O)[1n]1cc(B(O)O)c2cc(C#N)ccc21.CC(C)(C)OC(=O)[1n]1cc(CCCCN2CCNCC2)c2cc(C#N)ccc21.OB(O)c1ccc2oc(-c3ncco3)cc2c1
1508,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,2,[1CH3]c1cc([1CH3])cc(Br)c1.[1CH3]c1cc([1CH3])cc(B(O)O)c1,O=C(O)c1ccc2nc(B(O)O)oc2c1,3,0,[1CH3]c1cc([1CH3])cc(Br)c1.CN1C(C)(C)C(=O)OB(c2cc([1CH3])cc([1CH3])c2)OC(=O)C1(C)C,CN1C(C)(C)C(=O)OB(c2nc3ccc(C(=O)O)cc3o2)OC(=O)C1(C)C,[1CH3]c1cc([1CH3])cc(Br)c1.[1CH3]c1cc([1CH3])cc(B(O)O)c1.O=C(O)c1ccc2nc(B(O)O)oc2c1
1510,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,1,[1CH3]c1ccc(Br)cc1.[1CH3]c1ccc(B(O)O)cc1,,2,0,[1CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C,,[1CH3]c1ccc(Br)cc1.[1CH3]c1ccc(B(O)O)cc1
1511,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,2,,CN(C)CC/C=C(/Br)c1ccccc1CSc1ccccc1B(O)O.CN(C)CC/C=C(/Br)c1ccccc1SCc1ccccc1B(O)O.CN(C)CC/C=C(\Br)c1ccccc1CSc1ccccc1B(O)O.CN(C)CCC=C(B(O)O)c1ccccc1SCc1ccccc1Br.CN(C)CC/C=C(\Br)c1ccccc1SCc1ccccc1B(O)O.CN(C)CCC=C(B(O)O)c1ccccc1CSc1ccccc1Br,6,0,,CN(C)CC/C=C(/Br)c1ccccc1SCc1ccccc1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CN(C)CC/C=C(\Br)c1ccccc1CSc1ccccc1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CN(C)CC/C=C(/Br)c1ccccc1CSc1ccccc1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CN(C)CCC=C(B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)c1ccccc1SCc1ccccc1Br.CN(C)CC/C=C(\Br)c1ccccc1SCc1ccccc1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CN(C)CCC=C(B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)c1ccccc1CSc1ccccc1Br,CN(C)CC/C=C(/Br)c1ccccc1CSc1ccccc1B(O)O.CN(C)CC/C=C(/Br)c1ccccc1SCc1ccccc1B(O)O.CN(C)CC/C=C(\Br)c1ccccc1CSc1ccccc1B(O)O.CN(C)CCC=C(B(O)O)c1ccccc1SCc1ccccc1Br.CN(C)CC/C=C(\Br)c1ccccc1SCc1ccccc1B(O)O.CN(C)CCC=C(B(O)O)c1ccccc1CSc1ccccc1Br
1512,COc1cc(NC(C)CCC[1NH2])c2ncccc2c1,COc1cc(NC(C)CCC[1NH]C(=O)OC(C)(C)C)c2ncccc2c1,2,CC(N)CCC[1NH]C(=O)OC(C)(C)C.COc1cc(B(O)O)c2ncccc2c1.COc1cc(Br)c2ncccc2c1,,3,0,CC(CCC[1NH]C(=O)OC(C)(C)C)NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.COc1cc(Br)c2ncccc2c1.COc1cc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)c2ncccc2c1,,CC(N)CCC[1NH]C(=O)OC(C)(C)C.COc1cc(B(O)O)c2ncccc2c1.COc1cc(Br)c2ncccc2c1
1513,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,1,CSc1ccc(B(O)O)cc1.CSc1ccc(Br)cc1,,2,0,CSc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.CSc1ccc(Br)cc1,,CSc1ccc(B(O)O)cc1.CSc1ccc(Br)cc1
1515,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,3,CC[N+](CC)(CCN)Cc1ccccc1[1CH3],,1,0,CC[N+](CC)(CCNC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1)Cc1ccccc1[1CH3],,CC[N+](CC)(CCN)Cc1ccccc1[1CH3]
1516,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,2,CCN(CC)CCCC(C)N.[1CH3]c1ccc2c(B(O)O)ccnc2c1.[1CH3]c1ccc2c(Br)ccnc2c1,,3,0,CN1C(C)(C)C(=O)OB(c2ccnc3cc([1CH3])ccc23)OC(=O)C1(C)C.CCN(CC)CCCC(C)NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.[1CH3]c1ccc2c(Br)ccnc2c1,,CCN(CC)CCCC(C)N.[1CH3]c1ccc2c(B(O)O)ccnc2c1.[1CH3]c1ccc2c(Br)ccnc2c1
1523,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,1,N=C(N)c1ccc(Br)cc1.N=C(N)c1ccc(B(O)O)cc1,,2,0,N=C(N)c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc(C(=N)N)cc2)OC(=O)C1(C)C,,N=C(N)c1ccc(Br)cc1.N=C(N)c1ccc(B(O)O)cc1
1526,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,2,O=C(O)Cn1ccnc1[N+](=O)[O-].NCc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCc3ccccc3)cc2)OC(=O)C1(C)C.O=C(O)Cn1ccnc1[N+](=O)[O-],,O=C(O)Cn1ccnc1[N+](=O)[O-].NCc1ccccc1
1529,COc1cc(NCc2ccc3nc([1NH2])nc([1NH2])c3c2C)cc(OC)c1OC,COc1cc(NCc2ccc3nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c3c2C)cc(OC)c1OC,2,COc1cc(Br)cc(OC)c1OC.Cc1c(CN)ccc2nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c12.COc1cc(B(O)O)cc(OC)c1OC,,3,0,Cc1c(CNC(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)ccc2nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c12.COc1cc(Br)cc(OC)c1OC.COc1cc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc(OC)c1OC,,COc1cc(Br)cc(OC)c1OC.Cc1c(CN)ccc2nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c12.COc1cc(B(O)O)cc(OC)c1OC
1533,O=C(OCc1ccccc1)c1ccccc1,O=C(OCc1ccccc1)c1ccccc1,1,O=C(O)c1ccccc1,,1,0,O=C(O)c1ccccc1,,O=C(O)c1ccccc1
1534,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,2,CCN(CCO)CCCC(C)N.[1CH3]c1ccc2c(B(O)O)ccnc2c1.[1CH3]c1ccc2c(Br)ccnc2c1,,3,0,CN1C(C)(C)C(=O)OB(c2ccnc3cc([1CH3])ccc23)OC(=O)C1(C)C.CCN(CCO)CCCC(C)NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.[1CH3]c1ccc2c(Br)ccnc2c1,,CCN(CCO)CCCC(C)N.[1CH3]c1ccc2c(B(O)O)ccnc2c1.[1CH3]c1ccc2c(Br)ccnc2c1
1536,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,2,[1CH3]c1cc([N+](=O)[O-])ccc1N,[1CH3]c1ccc(O)c(C(=O)O)c1,2,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc([N+](=O)[O-])cc3[1CH3])cc2)OC(=O)C1(C)C,[1CH3]c1ccc(O)c(C(=O)O)c1,[1CH3]c1cc([N+](=O)[O-])ccc1N.[1CH3]c1ccc(O)c(C(=O)O)c1
1537,CCc1nc([1NH2])nc([1NH2])c1-c1ccc(Cl)cc1,CCc1nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c1-c1ccc(Cl)cc1,2,[1CH3]c1ccc(Br)cc1.[1CH3]c1ccc(B(O)O)cc1.CCc1nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c1B(O)O.CCc1nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c1Br,,4,0,[1CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C.CCc1nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CCc1nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c1Br,,[1CH3]c1ccc(Br)cc1.[1CH3]c1ccc(B(O)O)cc1.CCc1nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c1B(O)O.CCc1nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c1Br
1538,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[1nH]1,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[1n]1C(=O)OC(C)(C)C,1,CC(C)(C)OC(=O)Nc1nc2ccc(B(O)O)cc2[1n]1C(=O)OC(C)(C)C.OB(O)c1ccccc1.Brc1ccccc1.COC(=O)Nc1nc2ccc(Br)cc2[1n]1C(=O)OC(C)(C)C,,4,0,CN1C(C)(C)C(=O)OB(c2ccc3nc(NC(=O)OC(C)(C)C)[1n](C(=O)OC(C)(C)C)c3c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1.COC(=O)Nc1nc2ccc(Br)cc2[1n]1C(=O)OC(C)(C)C,,CC(C)(C)OC(=O)Nc1nc2ccc(B(O)O)cc2[1n]1C(=O)OC(C)(C)C.OB(O)c1ccccc1.Brc1ccccc1.COC(=O)Nc1nc2ccc(Br)cc2[1n]1C(=O)OC(C)(C)C
1539,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,2,OB(O)c1ccccc1.Brc1ccccc1,,2,3,Brc1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C,,OB(O)c1ccccc1.Brc1ccccc1
1540,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,1,Cc1cc(C(C)(C)C)cc(C)c1B(O)O.Cc1cc(C(C)(C)C)cc(C)c1Br,,2,0,Cc1cc(C(C)(C)C)cc(C)c1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.Cc1cc(C(C)(C)C)cc(C)c1Br,,Cc1cc(C(C)(C)C)cc(C)c1B(O)O.Cc1cc(C(C)(C)C)cc(C)c1Br
1541,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,2,[1CH3]c1ccc2c(B(O)O)ccnc2c1.[1CH3]c1ccc2c(N)ccnc2c1.[1CH3]c1ccc2c(Br)ccnc2c1,,3,0,CN1C(C)(C)C(=O)OB(c2ccnc3cc([1CH3])ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccnc4cc([1CH3])ccc34)cc2)OC(=O)C1(C)C.[1CH3]c1ccc2c(Br)ccnc2c1,,[1CH3]c1ccc2c(B(O)O)ccnc2c1.[1CH3]c1ccc2c(N)ccnc2c1.[1CH3]c1ccc2c(Br)ccnc2c1
1543,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,4,[1CH3]c1ccc2oc(B(O)O)nc2c1.[1CH3]c1ccc2oc(Br)nc2c1.c1cn[nH]n1,,3,0,CN1C(C)(C)C(=O)OB(c2nc3cc([1CH3])ccc3o2)OC(=O)C1(C)C.[1CH3]c1ccc2oc(Br)nc2c1.c1cn[nH]n1,,[1CH3]c1ccc2oc(B(O)O)nc2c1.[1CH3]c1ccc2oc(Br)nc2c1.c1cn[nH]n1
1544,CCN(CC)C(=O)c1cccc(C)c1,CCN(CC)C(=O)c1cccc(C)c1,2,CCNCC.Cc1cccc(C(=O)O)c1,,2,0,CCN(CC)C(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.Cc1cccc(C(=O)O)c1,,CCNCC.Cc1cccc(C(=O)O)c1
1546,c1ccc2c(CC3=NCCN3)cccc2c1,c1ccc2c(CC3=NCCN3)cccc2c1,1,OB(O)c1cccc2ccccc12.Brc1cccc2ccccc12,,2,0,Brc1cccc2ccccc12.CN1C(C)(C)C(=O)OB(c2cccc3ccccc23)OC(=O)C1(C)C,,OB(O)c1cccc2ccccc12.Brc1cccc2ccccc12
1548,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,1,CC(C)C(=O)O,,1,0,CC(C)C(=O)O,,CC(C)C(=O)O
1550,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCC[1NH2])c2n1,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCC[1NH]C(=O)OC(C)(C)C)c2n1,3,CC(N)CCC[1NH]C(=O)OC(C)(C)C.OB(O)c1cccc(C(F)(F)F)c1.Oc1cccc(C(F)(F)F)c1.FC(F)(F)c1cccc(Br)c1,,4,0,CC(CCC[1NH]C(=O)OC(C)(C)C)NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.Oc1cccc(C(F)(F)F)c1.FC(F)(F)c1cccc(Br)c1.CN1C(C)(C)C(=O)OB(c2cccc(C(F)(F)F)c2)OC(=O)C1(C)C,,CC(N)CCC[1NH]C(=O)OC(C)(C)C.OB(O)c1cccc(C(F)(F)F)c1.Oc1cccc(C(F)(F)F)c1.FC(F)(F)c1cccc(Br)c1
1552,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,1,O=C(O)c1ccco1,,1,0,O=C(O)c1ccco1,,O=C(O)c1ccco1
1553,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,1,Fc1ccc(Br)cc1.OB(O)c1ccc(F)cc1.OB(O)c1ccccc1.Brc1ccccc1,,4,0,Fc1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc(F)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,Fc1ccc(Br)cc1.OB(O)c1ccc(F)cc1.OB(O)c1ccccc1.Brc1ccccc1
1556,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,2,O=C1CNCC2c3ccccc3CCN12.O=C(O)C1CCCCC1,,2,0,O=C(O)C1CCCCC1.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CC(=O)N4CCc5ccccc5C4C3)cc2)OC(=O)C1(C)C,,O=C1CNCC2c3ccccc3CCN12.O=C(O)C1CCCCC1
1558,CCOCCN(Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1)C(=O)C(Cl)Cl,CCOCCN(Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1)C(=O)C(Cl)Cl,3,O=[N+]([O-])c1ccc(B(O)O)cc1.O=[N+]([O-])c1ccc(Br)cc1.O=[N+]([O-])c1ccc(O)cc1.O=C(O)C(Cl)Cl,CCOCCNCc1ccc(Br)cc1,5,0,O=[N+]([O-])c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([N+](=O)[O-])cc2)OC(=O)C1(C)C.O=[N+]([O-])c1ccc(O)cc1.O=C(O)C(Cl)Cl,CCOCCN(Cc1ccc(Br)cc1)C(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1,O=[N+]([O-])c1ccc(B(O)O)cc1.O=[N+]([O-])c1ccc(Br)cc1.O=[N+]([O-])c1ccc(O)cc1.O=C(O)C(Cl)Cl.CCOCCNCc1ccc(Br)cc1
1560,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1,OB(O)c1ccccc1.O=C(O)C(CO)c1ccccc1.Brc1ccccc1,,3,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.O=C(O)C(CO)c1ccccc1.Brc1ccccc1,,OB(O)c1ccccc1.O=C(O)C(CO)c1ccccc1.Brc1ccccc1
1561,CN1CCCN=C1/C=C/c1cccs1,CN1CCCN=C1/C=C/c1cccs1,2,Brc1cccs1.CN1CCCN=C1/C=C/B(O)O.CN1CCCN=C1C=CBr.CN1CCCN=C1/C=C/Br.CN1CCCN=C1/C=C\Br.OB(O)c1cccs1.CN1CCCN=C1/C=C\B(O)O.CN1CCCN=C1C=CB(O)O,,8,0,CN1CCCN=C1C=CB1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.Brc1cccs1.CN1CCCN=C1C=CBr.CN1C(C)(C)C(=O)OB(c2cccs2)OC(=O)C1(C)C.CN1CCCN=C1/C=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CN1CCCN=C1/C=C/Br.CN1CCCN=C1/C=C\Br.CN1CCCN=C1/C=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1,,Brc1cccs1.CN1CCCN=C1/C=C/B(O)O.CN1CCCN=C1C=CBr.CN1CCCN=C1/C=C/Br.CN1CCCN=C1/C=C\Br.OB(O)c1cccs1.CN1CCCN=C1/C=C\B(O)O.CN1CCCN=C1C=CB(O)O
1563,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,1,CN1CCCC(n2nc(Br)c3ccccc3c2=O)CC1.[1CH3]c1ccc(Br)cc1.[1CH3]c1ccc(B(O)O)cc1.CN1CCCC(n2nc(B(O)O)c3ccccc3c2=O)CC1,,4,0,CN1CCCC(n2nc(Br)c3ccccc3c2=O)CC1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C.CN1CCCC(n2nc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)c3ccccc3c2=O)CC1.[1CH3]c1ccc(Br)cc1,,CN1CCCC(n2nc(Br)c3ccccc3c2=O)CC1.[1CH3]c1ccc(Br)cc1.[1CH3]c1ccc(B(O)O)cc1.CN1CCCC(n2nc(B(O)O)c3ccccc3c2=O)CC1
1564,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,2,OB(O)c1ccc(F)cc1.OB(O)c1ccccc1.Brc1ccccc1.Fc1ccc(Br)cc1,,4,3,CN1C(C)(C)C(=O)OB(c2ccc(F)cc2)OC(=O)C1(C)C.Brc1ccccc1.Fc1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C,,OB(O)c1ccc(F)cc1.OB(O)c1ccccc1.Brc1ccccc1.Fc1ccc(Br)cc1
1571,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,2,OB(O)c1ccccc1.CC1(C)C(C=C(Cl)Cl)C1C(=O)NCc1cccc(B(O)O)c1.OCc1cccc(Br)c1.OCc1cccc(B(O)O)c1.OCc1cccc(O)c1.Brc1ccccc1.CC1(C)C(C=C(Cl)Cl)C1C(=O)O.CC1(C)C(C=C(Cl)Cl)C1C(=O)NCc1cccc(O)c1.CC1(C)C(C=C(Cl)Cl)C1C(=O)NCc1cccc(Br)c1.Oc1ccccc1,,10,0,OCc1cccc(Br)c1.OCc1cccc(O)c1.Brc1ccccc1.CC1(C)C(C=C(Cl)Cl)C1C(=O)O.CN1C(C)(C)C(=O)OB(c2cccc(CNC(=O)C3C(C=C(Cl)Cl)C3(C)C)c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.CC1(C)C(C=C(Cl)Cl)C1C(=O)NCc1cccc(O)c1.CC1(C)C(C=C(Cl)Cl)C1C(=O)NCc1cccc(Br)c1.Oc1ccccc1.CN1C(C)(C)C(=O)OB(c2cccc(CO)c2)OC(=O)C1(C)C,,OB(O)c1ccccc1.CC1(C)C(C=C(Cl)Cl)C1C(=O)NCc1cccc(B(O)O)c1.OCc1cccc(Br)c1.OCc1cccc(B(O)O)c1.OCc1cccc(O)c1.Brc1ccccc1.CC1(C)C(C=C(Cl)Cl)C1C(=O)O.CC1(C)C(C=C(Cl)Cl)C1C(=O)NCc1cccc(O)c1.CC1(C)C(C=C(Cl)Cl)C1C(=O)NCc1cccc(Br)c1.Oc1ccccc1
1574,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[1nH]1,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[1n]1C(=O)OC(C)(C)C,2,CSc1nc2cc(B(O)O)c([1CH3])cc2[1n]1C(=O)OC(C)(C)C.[1CH3]c1cccc(O)c1[1CH3].CSc1nc2cc(O)c([1CH3])cc2[1n]1C(=O)OC(C)(C)C.CSc1nc2cc(Br)c([1CH3])cc2[1n]1C(=O)OC(C)(C)C.[1CH3]c1cccc(B(O)O)c1[1CH3].[1CH3]c1cccc(Br)c1[1CH3],,6,0,CSc1nc2cc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)c([1CH3])cc2[1n]1C(=O)OC(C)(C)C.CN1C(C)(C)C(=O)OB(c2cccc([1CH3])c2[1CH3])OC(=O)C1(C)C.[1CH3]c1cccc(O)c1[1CH3].CSc1nc2cc(O)c([1CH3])cc2[1n]1C(=O)OC(C)(C)C.CSc1nc2cc(Br)c([1CH3])cc2[1n]1C(=O)OC(C)(C)C.[1CH3]c1cccc(Br)c1[1CH3],,CSc1nc2cc(B(O)O)c([1CH3])cc2[1n]1C(=O)OC(C)(C)C.[1CH3]c1cccc(O)c1[1CH3].CSc1nc2cc(O)c([1CH3])cc2[1n]1C(=O)OC(C)(C)C.CSc1nc2cc(Br)c([1CH3])cc2[1n]1C(=O)OC(C)(C)C.[1CH3]c1cccc(B(O)O)c1[1CH3].[1CH3]c1cccc(Br)c1[1CH3]
