,target,protectedtarget,numGens,monoDeprotected,diDeprotected,total#ofBuilings,blockAboveLimits,monoProtected,diProtected,BBs
177,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,3,C[N+]1(C)CCC(=C(Br)c2ccccc2)CC1.OB(O)c1ccccc1.Brc1ccccc1.C[N+]1(C)CCC(=C(B(O)O)c2ccccc2)CC1,C[N+]1(C)CCC(=C(Br)B(O)O)CC1,5,0,C[N+]1(C)CCC(=C(Br)c2ccccc2)CC1.CN1C(C)(C)C(=O)OB(C(=C2CC[N+](C)(C)CC2)c2ccccc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,CN1C(C)(C)C(=O)OB(C(Br)=C2CC[N+](C)(C)CC2)OC(=O)C1(C)C,C[N+]1(C)CCC(=C(Br)c2ccccc2)CC1.OB(O)c1ccccc1.Brc1ccccc1.C[N+]1(C)CCC(=C(B(O)O)c2ccccc2)CC1.C[N+]1(C)CCC(=C(Br)B(O)O)CC1
179,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2,Cc1ccc(S(=O)(=O)N=C=O)cc1.CCCCN,,2,0,Cc1ccc(S(=O)(=O)N=C=O)cc1.CCCCNC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1,,Cc1ccc(S(=O)(=O)N=C=O)cc1.CCCCN
182,C[1NH]Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,C[1N](Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1)C(=O)OC(C)(C)C,2,C[1N](Cc1cc(B(O)O)n(S(=O)(=O)c2cccnc2)c1)C(=O)OC(C)(C)C.C[1N](Cc1cc(Br)n(S(=O)(=O)c2cccnc2)c1)C(=O)OC(C)(C)C.OB(O)c1ccccc1F.Fc1ccccc1Br,,4,0,C[1N](Cc1cc(Br)n(S(=O)(=O)c2cccnc2)c1)C(=O)OC(C)(C)C.CN1C(C)(C)C(=O)OB(c2cc(C[1N](C)C(=O)OC(C)(C)C)cn2S(=O)(=O)c2cccnc2)OC(=O)C1(C)C.Fc1ccccc1Br.CN1C(C)(C)C(=O)OB(c2ccccc2F)OC(=O)C1(C)C,,C[1N](Cc1cc(B(O)O)n(S(=O)(=O)c2cccnc2)c1)C(=O)OC(C)(C)C.C[1N](Cc1cc(Br)n(S(=O)(=O)c2cccnc2)c1)C(=O)OC(C)(C)C.OB(O)c1ccccc1F.Fc1ccccc1Br
185,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,2,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1.Nc1nccs1,,2,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3nccs3)cc2)OC(=O)C1(C)C,,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1.Nc1nccs1
186,N#C[C@@H]1CCCN1C(=O)C[1NH]C12CC3CC(CC(O)(C3)C1)C2,CC(C)(C)OC(=O)[1N](CC(=O)N1CCC[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2,2,CC(C)(C)OC(=O)[1N](CC(=O)O)C12CC3CC(CC(O)(C3)C1)C2.N#C[C@@H]1CCCN1,,2,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCC[C@H]3C#N)cc2)OC(=O)C1(C)C.CC(C)(C)OC(=O)[1N](CC(=O)O)C12CC3CC(CC(O)(C3)C1)C2,,CC(C)(C)OC(=O)[1N](CC(=O)O)C12CC3CC(CC(O)(C3)C1)C2.N#C[C@@H]1CCCN1
187,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,2,NC1CCCCC1,,1,1,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NC3CCCCC3)cc2)OC(=O)C1(C)C,,NC1CCCCC1
188,Cc1ncc(C[n+]2csc(CCO)c2C)c([1NH2])n1,Cc1ncc(C[n+]2csc(CCO)c2C)c([1NH]C(=O)OC(C)(C)C)n1,1,Cc1ncc(C[n+]2csc(Br)c2C)c([1NH]C(=O)OC(C)(C)C)n1.Cc1ncc(C[n+]2csc(B(O)O)c2C)c([1NH]C(=O)OC(C)(C)C)n1,,2,0,Cc1ncc(C[n+]2csc(Br)c2C)c([1NH]C(=O)OC(C)(C)C)n1.Cc1ncc(C[n+]2csc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)c2C)c([1NH]C(=O)OC(C)(C)C)n1,,Cc1ncc(C[n+]2csc(Br)c2C)c([1NH]C(=O)OC(C)(C)C)n1.Cc1ncc(C[n+]2csc(B(O)O)c2C)c([1NH]C(=O)OC(C)(C)C)n1
190,CC(C)(CO)[C@@H](O)C(=O)NCCCO,CC(C)(CO)[C@@H](O)C(=O)NCCCO,2,NCCCO.CC(C)(CO)[C@@H](O)C(=O)O,,2,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCCCO)cc2)OC(=O)C1(C)C.CC(C)(CO)[C@@H](O)C(=O)O,,NCCCO.CC(C)(CO)[C@@H](O)C(=O)O
195,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,2,CC(C)[C@H]1CC[C@H](C(=O)O)CC1.OB(O)c1ccccc1.Brc1ccccc1,N[C@H](Cc1ccccc1)C(=O)O,4,0,Brc1ccccc1.CC(C)[C@H]1CC[C@H](C(=O)O)CC1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N[C@H](Cc3ccccc3)C(=O)O)cc2)OC(=O)C1(C)C,CC(C)[C@H]1CC[C@H](C(=O)O)CC1.OB(O)c1ccccc1.Brc1ccccc1.N[C@H](Cc1ccccc1)C(=O)O
200,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,2,CC(C)(CO)[C@@H](O)C(=O)O,NCCC(=O)O,2,0,CC(C)(CO)[C@@H](O)C(=O)O,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCCC(=O)O)cc2)OC(=O)C1(C)C,CC(C)(CO)[C@@H](O)C(=O)O.NCCC(=O)O
201,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,1,O=C1NC(=O)C(Cc2ccc(Br)cc2)S1.O=C1NC(=O)C(Cc2ccc(B(O)O)cc2)S1,OB(O)c1ccc(Br)cc1,3,0,O=C1NC(=O)C(Cc2ccc(Br)cc2)S1.CN1C(C)(C)C(=O)OB(c2ccc(CC3SC(=O)NC3=O)cc2)OC(=O)C1(C)C,CN1C(C)(C)C(=O)OB(c2ccc(Br)cc2)OC(=O)C1(C)C,O=C1NC(=O)C(Cc2ccc(Br)cc2)S1.O=C1NC(=O)C(Cc2ccc(B(O)O)cc2)S1.OB(O)c1ccc(Br)cc1
205,[1NH2][C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CC(C)(C)OC(=O)[1NH][C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,2,Fc1cc(F)c(Br)cc1F.OB(O)c1cc(F)c(F)cc1F.CC(C)(C)OC(=O)[1NH][C@@H](CC(=O)O)Cc1cc(F)c(F)cc1F.FC(F)(F)c1nnc2n1CCNC2,,4,0,Fc1cc(F)c(Br)cc1F.CN1C(C)(C)C(=O)OB(c2cc(F)c(F)cc2F)OC(=O)C1(C)C.CC(C)(C)OC(=O)[1NH][C@@H](CC(=O)O)Cc1cc(F)c(F)cc1F.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCn4c(nnc4C(F)(F)F)C3)cc2)OC(=O)C1(C)C,,Fc1cc(F)c(Br)cc1F.OB(O)c1cc(F)c(F)cc1F.CC(C)(C)OC(=O)[1NH][C@@H](CC(=O)O)Cc1cc(F)c(F)cc1F.FC(F)(F)c1nnc2n1CCNC2
206,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,C[C@]1(CO)[C@H](CC(=O)O)CC[C@@H]2[C@@H]1CC[C@@]1(C)[C@H]2CC[C@]1(C)O,,1,0,C[C@]1(CO)[C@H](CC(=O)O)CC[C@@H]2[C@@H]1CC[C@@]1(C)[C@H]2CC[C@]1(C)O,,C[C@]1(CO)[C@H](CC(=O)O)CC[C@@H]2[C@@H]1CC[C@@]1(C)[C@H]2CC[C@]1(C)O
207,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,1,CCc1ccc(CCOc2ccc(B(O)O)cc2)nc1.CCc1ccc(B(O)O)nc1.CCc1ccc(Br)nc1.CCc1ccc(CCOc2ccc(Br)cc2)nc1.O=C1NC(=O)C(Cc2ccc(Br)cc2)S1.O=C1NC(=O)C(Cc2ccc(B(O)O)cc2)S1,OB(O)c1ccc(Br)cc1,7,0,CN1C(C)(C)C(=O)OB(c2ccc(CC3SC(=O)NC3=O)cc2)OC(=O)C1(C)C.CCc1ccc(Br)nc1.CCc1ccc(CCOc2ccc(Br)cc2)nc1.O=C1NC(=O)C(Cc2ccc(Br)cc2)S1.CCc1ccc(CCOc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)nc1.CCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)nc1,CN1C(C)(C)C(=O)OB(c2ccc(Br)cc2)OC(=O)C1(C)C,CCc1ccc(CCOc2ccc(B(O)O)cc2)nc1.CCc1ccc(B(O)O)nc1.CCc1ccc(Br)nc1.CCc1ccc(CCOc2ccc(Br)cc2)nc1.O=C1NC(=O)C(Cc2ccc(Br)cc2)S1.O=C1NC(=O)C(Cc2ccc(B(O)O)cc2)S1.OB(O)c1ccc(Br)cc1
212,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,1,O=S(=O)(Nc1ncc(B(O)O)cn1)c1ccccc1.O=S(=O)(Nc1ncc(Br)cn1)c1ccccc1.COCCOc1cnc(N)nc1,Nc1ncc(Br)cn1,4,0,CN1C(C)(C)C(=O)OB(c2cnc(NS(=O)(=O)c3ccccc3)nc2)OC(=O)C1(C)C.O=S(=O)(Nc1ncc(Br)cn1)c1ccccc1.COCCOc1cnc(NC(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)nc1,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ncc(Br)cn3)cc2)OC(=O)C1(C)C,O=S(=O)(Nc1ncc(B(O)O)cn1)c1ccccc1.O=S(=O)(Nc1ncc(Br)cn1)c1ccccc1.COCCOc1cnc(N)nc1.Nc1ncc(Br)cn1
215,CC#CCn1c(N2CCC[C@@H]([1NH2])C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC[C@@H]([1NH]C(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,2,CC(C)(C)OC(=O)[1NH][C@@H]1CCCNC1,,1,1,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCC[C@@H]([1NH]C(=O)OC(C)(C)C)C3)cc2)OC(=O)C1(C)C,,CC(C)(C)OC(=O)[1NH][C@@H]1CCCNC1
218,Cn1c(=O)cc(N2CCC[C@@H]([1NH2])C2)n(Cc2ccccc2C#N)c1=O,Cn1c(=O)cc(N2CCC[C@@H]([1NH]C(=O)OC(C)(C)C)C2)n(Cc2ccccc2C#N)c1=O,2,Cn1c(=O)cc(Br)n(Cc2ccccc2C#N)c1=O.CC(C)(C)OC(=O)[1NH][C@@H]1CCCNC1.Cn1c(=O)cc(B(O)O)n(Cc2ccccc2C#N)c1=O,,3,0,Cn1c(=O)cc(Br)n(Cc2ccccc2C#N)c1=O.CN1C(C)(C)C(=O)OB(c2cc(=O)n(C)c(=O)n2Cc2ccccc2C#N)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCC[C@@H]([1NH]C(=O)OC(C)(C)C)C3)cc2)OC(=O)C1(C)C,,Cn1c(=O)cc(Br)n(Cc2ccccc2C#N)c1=O.CC(C)(C)OC(=O)[1NH][C@@H]1CCCNC1.Cn1c(=O)cc(B(O)O)n(Cc2ccccc2C#N)c1=O
219,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,2,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)N=C=O)cc2)C1=O.C[C@H]1CC[C@H](N)CC1,,2,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N[C@H]3CC[C@H](C)CC3)cc2)OC(=O)C1(C)C.CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)N=C=O)cc2)C1=O,,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)N=C=O)cc2)C1=O.C[C@H]1CC[C@H](N)CC1
220,O=C(O)CCCc1ccccc1,O=C(O)CCCc1ccccc1,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
221,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,1,CS[C@H]1O[C@@H](c2ccc([1CH3])c(B(O)O)c2)[C@H](O)[C@@H](O)[C@@H]1O.CCOc1ccc(B(O)O)cc1.CS[C@H]1O[C@@H](c2ccc([1CH3])c(Br)c2)[C@H](O)[C@@H](O)[C@@H]1O.CCOc1ccc(Br)cc1,,4,0,CCOc1ccc(Br)cc1.CS[C@H]1O[C@@H](c2ccc([1CH3])c(Br)c2)[C@H](O)[C@@H](O)[C@@H]1O.CCOc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.CS[C@H]1O[C@@H](c2ccc([1CH3])c(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)c2)[C@H](O)[C@@H](O)[C@@H]1O,,CS[C@H]1O[C@@H](c2ccc([1CH3])c(B(O)O)c2)[C@H](O)[C@@H](O)[C@@H]1O.CCOc1ccc(B(O)O)cc1.CS[C@H]1O[C@@H](c2ccc([1CH3])c(Br)c2)[C@H](O)[C@@H](O)[C@@H]1O.CCOc1ccc(Br)cc1
222,O=C1c2ccccc2C(=O)C1c1ccccc1,O=C1c2ccccc2C(=O)C1c1ccccc1,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
224,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,1,CCOc1ccc(B(O)O)cc1.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1B(O)O.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Br.CCOc1ccc(Br)cc1,,4,0,CCOc1ccc(Br)cc1.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Br.CCOc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.CN1C(C)(C)C(=O)OB(c2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2[1CH3])OC(=O)C1(C)C,,CCOc1ccc(B(O)O)cc1.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1B(O)O.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Br.CCOc1ccc(Br)cc1
227,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,1,CCOc1ccc(B(O)O)cc1.CCOc1ccc(Br)cc1.[1CH3]c1ccc([C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)cc1B(O)O.[1CH3]c1ccc([C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)cc1Br,,4,0,CN1C(C)(C)C(=O)OB(c2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2[1CH3])OC(=O)C1(C)C.[1CH3]c1ccc([C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)cc1Br.CCOc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.CCOc1ccc(Br)cc1,,CCOc1ccc(B(O)O)cc1.CCOc1ccc(Br)cc1.[1CH3]c1ccc([C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)cc1B(O)O.[1CH3]c1ccc([C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)cc1Br
235,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
236,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[1nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[1n](C(=O)OC(C)(C)C)c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,1,CC(=O)O,,1,0,CC(=O)O,,CC(=O)O
237,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1,OB(O)c1ccc(O[C@H]2CCOC2)cc1.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(B(O)O)cc1.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(Br)cc1.Brc1ccc(O[C@H]2CCOC2)cc1.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1B(O)O.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Br,OB(O)c1ccc(Br)cc1,7,0,CN1C(C)(C)C(=O)OB(c2ccc(O[C@H]3CCOC3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3[1CH3])cc2)OC(=O)C1(C)C.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(Br)cc1.Brc1ccc(O[C@H]2CCOC2)cc1.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Br.CN1C(C)(C)C(=O)OB(c2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2[1CH3])OC(=O)C1(C)C,CN1C(C)(C)C(=O)OB(c2ccc(Br)cc2)OC(=O)C1(C)C,OB(O)c1ccc(O[C@H]2CCOC2)cc1.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(B(O)O)cc1.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(Br)cc1.Brc1ccc(O[C@H]2CCOC2)cc1.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1B(O)O.[1CH3]c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Br.OB(O)c1ccc(Br)cc1
238,Cc1cc2nc3c(=O)[1nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,Cc1cc2nc3c(=O)[1n](C(=O)OC(C)(C)C)c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,2,,Cc1cc2nc(B(O)O)c(=O)[1n](C(=O)OC(C)(C)C)c(=O)nc(Br)n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,1,0,,Cc1cc2nc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)c(=O)[1n](C(=O)OC(C)(C)C)c(=O)nc(Br)n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,Cc1cc2nc(B(O)O)c(=O)[1n](C(=O)OC(C)(C)C)c(=O)nc(Br)n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
239,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,2,Brc1ccccn1.OB(O)c1ccccn1.O=C1NC(=O)C(Cc2ccc(Br)cc2)S1.CNCCOc1ccc(CC2SC(=O)NC2=O)cc1.O=C1NC(=O)C(Cc2ccc(B(O)O)cc2)S1,OB(O)c1ccc(Br)cc1.CNCCOc1ccc(Br)cc1,7,0,CN1C(C)(C)C(=O)OB(c2ccccn2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(CC3SC(=O)NC3=O)cc2)OC(=O)C1(C)C.Brc1ccccn1.O=C1NC(=O)C(Cc2ccc(Br)cc2)S1.CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)C(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1,CN1C(C)(C)C(=O)OB(c2ccc(Br)cc2)OC(=O)C1(C)C.CN(CCOc1ccc(Br)cc1)C(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1,Brc1ccccn1.OB(O)c1ccccn1.O=C1NC(=O)C(Cc2ccc(Br)cc2)S1.CNCCOc1ccc(CC2SC(=O)NC2=O)cc1.O=C1NC(=O)C(Cc2ccc(B(O)O)cc2)S1.OB(O)c1ccc(Br)cc1.CNCCOc1ccc(Br)cc1
241,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,1,O=[N+]([O-])c1ccc(B(O)O)cc1.O=[N+]([O-])c1ccc(Br)cc1,,2,0,O=[N+]([O-])c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([N+](=O)[O-])cc2)OC(=O)C1(C)C,,O=[N+]([O-])c1ccc(B(O)O)cc1.O=[N+]([O-])c1ccc(Br)cc1
245,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,1,Fc1ccc(Br)cc1.OB(O)c1ccc(F)cc1,,2,0,Fc1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc(F)cc2)OC(=O)C1(C)C,,Fc1ccc(Br)cc1.OB(O)c1ccc(F)cc1
246,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1[O-],O=C1O[C@H]([C@@H](O)CO)C([O-])=C1[O-],1,O=C(O)C([O-])=C([O-])[C@H](O)[C@@H](O)CO,,1,0,O=C(O)C([O-])=C([O-])[C@H](O)[C@@H](O)CO,,O=C(O)C([O-])=C([O-])[C@H](O)[C@@H](O)CO
247,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,2,N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2.CCCCCCCC(=O)O,,2,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N[C@H](CN3CCCC3)[C@H](O)c3ccc4c(c3)OCCO4)cc2)OC(=O)C1(C)C.CCCCCCCC(=O)O,,N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2.CCCCCCCC(=O)O
249,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C,2,C[C@H]1CC[C@H](O)C/C1=C\Br.C[C@H]1CC[C@H](O)CC1=CB(O)O.C[C@H]1CC[C@H](O)C/C1=C\B(O)O,,3,1,C[C@H]1CC[C@H](O)C/C1=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C[C@H]1CC[C@H](O)C/C1=C\Br.C[C@H]1CC[C@H](O)CC1=CB1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1,,C[C@H]1CC[C@H](O)C/C1=C\Br.C[C@H]1CC[C@H](O)CC1=CB(O)O.C[C@H]1CC[C@H](O)C/C1=C\B(O)O
250,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
